order_id,customer_id,customer_age,customer_gender,customer_country,customer_segment,is_repeat_customer,order_date,ship_date,delivery_date,order_status,product_id,product_name,brand,category,unit_price,quantity,discount_percent,discount_amount,subtotal,tax_rate,tax_amount,shipping_cost,total_amount,payment_method,shipping_method,product_rating,review_count,is_returned
ORD-105644,CUST-75234,70,Prefer not to say,Brazil,Silver,1,2021-04-26,2021-04-28,2021-05-03,Processing,PROD-2166,Hoodie,Nike,Clothing,266.2,2,30,159.72,532.4,0.06,22.36,12.99,408.03,Debit Card,Standard,,3714,0
ORD-105645,CUST-50869,21,Non-Binary,United States,Platinum,1,2023-12-01,2023-12-01,2023-12-06,Delivered,PROD-3973,Air Fryer,Whirlpool,Home & Kitchen,400.8,10,0,0.0,4008.0,0.13,521.04,0,4529.04,Bank Transfer,Express,1.4,4791,0
ORD-105646,CUST-32055,28,Male,India,Bronze,1,2024-08-04,2024-08-06,2024-08-20,Delivered,PROD-2557,LED Lights,WeatherTech,Automotive,247.07,3,0,0.0,741.21,0.14,103.77,4.99,849.97,Credit Card,Standard,3.4,3716,0
ORD-105647,CUST-88700,66,Prefer not to say,Germany,Silver,1,2022-03-05,2022-03-11,2022-03-23,Delivered,PROD-6002,Blazer,Adidas,Clothing,73.68,5,30,110.52,368.4,0.13,33.52,19.99,311.39,PayPal,Overnight,4.8,809,0
ORD-105648,CUST-49215,34,Non-Binary,Germany,Bronze,1,2022-08-21,2022-08-21,2022-08-28,Delivered,PROD-8045,Bedsheet,OXO,Home & Kitchen,488.36,7,5,170.93,3418.52,0.12,389.71,4.99,3642.29,Bank Transfer,Free Shipping,2.1,2043,0
ORD-105649,CUST-83977,29,Non-Binary,Brazil,Bronze,0,2022-02-18,2022-02-22,2022-02-27,Shipped,PROD-4458,Lamp,Whirlpool,Home & Kitchen,335.62,6,30,604.12,2013.72,0.08,112.77,0,1522.37,Cryptocurrency,In-Store Pickup,,777,0
ORD-105650,CUST-99650,39,Male,Japan,Gold,1,2024-03-13,2024-03-20,2024-04-03,Delivered,PROD-6079,Car Phone Mount,AutoBot,Automotive,204.89,5,0,0.0,1024.45,0.07,71.71,4.99,1101.15,Bank Transfer,In-Store Pickup,1.2,3543,0
ORD-105651,CUST-20839,51,Female,Germany,Bronze,0,2021-05-28,2021-05-30,2021-06-11,Shipped,PROD-8002,Blazer,Adidas,Clothing,86.6,6,0,0.0,519.6,0.1,51.96,19.99,591.55,Bank Transfer,Overnight,,1591,0
ORD-105652,CUST-10471,39,Female,France,Gold,0,2024-04-29,2024-04-30,2024-05-11,Delivered,PROD-2555,Cycling Helmet,Garmin,Sports & Fitness,218.86,7,0,0.0,1532.02,0.09,137.88,0,1669.9,Apple Pay,Standard,2.4,4243,0
ORD-105653,CUST-41773,46,Prefer not to say,France,Silver,0,2021-11-03,2021-11-10,2021-11-21,Delivered,PROD-2846,Jeans,Gap,Clothing,45.42,5,30,68.13,227.1,0.1,15.9,12.99,187.86,Gift Card,Overnight,3.1,1918,0
ORD-105654,CUST-76221,55,Male,Germany,Platinum,0,2024-10-03,2024-10-10,2024-10-14,Delivered,PROD-5581,Lamp,Breville,Home & Kitchen,351.72,4,20,281.38,1406.88,0.09,101.3,7.99,1234.79,Credit Card,Standard,4.7,3738,0
ORD-105655,CUST-32422,22,Male,Australia,Gold,1,2023-05-06,2023-05-09,2023-05-11,Processing,PROD-1809,T-Shirt,Levi's,Clothing,270.09,8,15,324.11,2160.72,0.15,275.49,4.99,2117.09,PayPal,Express,,2845,0
ORD-105656,CUST-94720,69,Male,Brazil,Bronze,1,2023-04-08,2023-04-12,2023-04-25,Delivered,PROD-9573,Car Seat Cover,WeatherTech,Automotive,22.67,7,10,15.87,158.69,0.11,15.71,7.99,166.52,Debit Card,Express,1.9,966,0
ORD-105657,CUST-72051,33,Male,Australia,Platinum,0,2024-05-23,2024-05-24,2024-06-02,Delivered,PROD-8504,Jeans,Under Armour,Clothing,181.45,9,25,408.26,1633.05,0.12,146.97,12.99,1384.75,Cryptocurrency,Express,3.9,2449,0
ORD-105658,CUST-71750,59,Non-Binary,Canada,Platinum,1,2021-01-31,2021-02-01,2021-02-11,Delivered,PROD-2736,Hoodie,Nike,Clothing,212.42,10,0,0.0,2124.2,0.12,254.9,0,2379.1,Apple Pay,In-Store Pickup,3.2,2303,0
ORD-105659,CUST-71187,42,Male,United Kingdom,Silver,1,2023-02-13,2023-02-20,2023-02-27,Delivered,PROD-7518,Running Shoes,Fitbit,Sports & Fitness,129.55,8,0,0.0,1036.4,0.12,124.37,12.99,1173.76,Debit Card,Standard,4.7,4330,0
ORD-105660,CUST-84747,73,Non-Binary,India,Silver,1,2024-02-16,2024-02-18,2024-03-02,Delivered,PROD-1174,Foam Roller,Adidas,Sports & Fitness,71.17,6,20,85.4,427.02,0.12,40.99,12.99,395.6,Apple Pay,Express,1.7,3778,0
ORD-105661,CUST-98072,23,Male,Mexico,Silver,0,2022-01-09,2022-01-13,2022-01-16,Shipped,PROD-9401,Body Lotion,The Ordinary,Beauty & Personal Care,17.94,2,0,0.0,35.88,0.08,2.87,0,38.75,Google Pay,Overnight,,4248,0
ORD-105662,CUST-30699,71,Female,India,Gold,1,2022-12-26,2022-12-27,2023-01-08,Delivered,PROD-7663,Water Bottle,Under Armour,Sports & Fitness,10.64,3,0,0.0,31.92,0.08,2.55,0,34.47,PayPal,Overnight,2.1,3108,0
ORD-105663,CUST-11480,21,Non-Binary,United Kingdom,Bronze,1,2022-03-28,2022-03-31,2022-04-05,Delivered,PROD-6929,Floor Mats,AutoBot,Automotive,290.17,6,15,261.15,1741.02,0.07,103.59,12.99,1596.45,Cryptocurrency,In-Store Pickup,2.4,1441,0
ORD-105664,CUST-24477,40,Prefer not to say,Japan,Bronze,0,2024-01-06,2024-01-08,2024-01-17,Delivered,PROD-5218,Vacuum Cleaner,Breville,Home & Kitchen,16.49,4,10,6.6,65.96,0.1,5.94,12.99,78.29,Cryptocurrency,Overnight,4.8,2514,0
ORD-105665,CUST-62362,20,Female,United Kingdom,Bronze,1,2024-08-21,2024-08-28,2024-08-31,Delivered,PROD-9161,Dress,Gap,Clothing,53.68,4,0,0.0,214.72,0.11,23.62,0,238.34,Apple Pay,In-Store Pickup,2.8,4060,0
ORD-105666,CUST-54220,67,Prefer not to say,France,Silver,1,2022-08-30,2022-09-03,2022-09-12,Delivered,PROD-2345,Cookbook,Random House,Books,70.86,6,0,0.0,425.16,0.11,46.77,0,471.93,PayPal,Standard,2.1,4304,0
ORD-105667,CUST-50520,19,Prefer not to say,Japan,Silver,0,2024-01-08,2024-01-12,2024-01-13,Processing,PROD-9372,Toaster,Ninja,Home & Kitchen,247.24,9,30,667.55,2225.16,0.05,77.88,4.99,1640.48,Gift Card,Overnight,,3107,0
ORD-105668,CUST-60765,50,Male,Mexico,Platinum,1,2023-03-18,2023-03-24,2023-03-29,Delivered,PROD-9003,Air Fryer,KitchenAid,Home & Kitchen,475.18,6,30,855.32,2851.08,0.14,279.41,7.99,2283.16,Bank Transfer,In-Store Pickup,1.5,614,0
ORD-105669,CUST-90576,49,Female,Germany,Gold,1,2023-05-04,2023-05-06,2023-05-19,Delivered,PROD-7638,Building Blocks,Playmobil,Toys & Games,75.88,4,20,60.7,303.52,0.1,24.28,0,267.1,Credit Card,Free Shipping,3.6,1853,0
ORD-105670,CUST-55262,50,Female,Brazil,Gold,1,2024-04-25,2024-04-30,2024-05-05,Delivered,PROD-6992,Car Seat Cover,Philips,Automotive,127.48,10,0,0.0,1274.8,0.11,140.23,0,1415.03,Cryptocurrency,In-Store Pickup,4.5,4859,0
ORD-105671,CUST-40048,73,Non-Binary,Mexico,Gold,0,2022-05-15,2022-05-21,2022-05-22,Delivered,PROD-6806,Speaker,Sony,Electronics,433.23,4,0,0.0,1732.92,0.13,225.28,7.99,1966.19,PayPal,Standard,4.3,2380,0
ORD-105672,CUST-44845,51,Prefer not to say,Canada,Silver,1,2024-08-17,2024-08-20,2024-08-30,Pending,PROD-5894,Air Freshener,Nextbase,Automotive,56.56,6,5,16.97,339.36,0.12,38.69,19.99,381.07,Bank Transfer,In-Store Pickup,,1292,0
ORD-105673,CUST-52888,24,Male,France,Bronze,1,2021-06-21,2021-06-25,2021-07-02,Delivered,PROD-4369,Dumbbells,Reebok,Sports & Fitness,133.07,10,20,266.14,1330.7,0.09,95.81,19.99,1180.36,Gift Card,In-Store Pickup,5.0,882,0
ORD-105674,CUST-84111,20,Female,Brazil,Platinum,0,2021-09-17,2021-09-20,2021-09-26,Delivered,PROD-1340,Cycling Helmet,Adidas,Sports & Fitness,294.73,5,5,73.68,1473.65,0.11,154.0,7.99,1561.96,Debit Card,Overnight,2.7,2240,0
ORD-105675,CUST-73252,22,Male,Canada,Platinum,1,2023-12-07,2023-12-14,2023-12-28,Delivered,PROD-8084,Air Freshener,WeatherTech,Automotive,156.2,3,5,23.43,468.6,0.07,31.16,12.99,489.32,PayPal,Standard,2.2,3527,0
ORD-105676,CUST-44287,41,Prefer not to say,India,Bronze,1,2024-04-26,2024-05-03,2024-05-04,Processing,PROD-2797,Lip Balm,Dove,Beauty & Personal Care,147.92,5,25,184.9,739.6,0.12,66.56,0,621.26,Credit Card,Free Shipping,,1908,0
ORD-105677,CUST-72969,69,Prefer not to say,United Kingdom,Platinum,1,2023-08-31,2023-09-01,2023-09-07,Delivered,PROD-3272,Electric Shaver,Braun,Beauty & Personal Care,73.67,10,0,0.0,736.7,0.08,58.94,0,795.64,Google Pay,In-Store Pickup,2.3,524,0
ORD-105678,CUST-87794,35,Female,Brazil,Gold,0,2021-09-02,2021-09-02,2021-09-10,Delivered,PROD-9799,Board Game,Fisher-Price,Toys & Games,234.4,4,25,234.4,937.6,0.06,42.19,12.99,758.38,Bank Transfer,Standard,4.6,1267,0
ORD-105679,CUST-35795,37,Male,Canada,Gold,1,2023-06-25,2023-06-28,2023-07-03,Delivered,PROD-4827,Car Phone Mount,Blackvue,Automotive,10.81,6,30,19.46,64.86,0.11,4.99,0,50.39,PayPal,Standard,3.7,3571,0
ORD-105680,CUST-48376,58,Female,Australia,Bronze,0,2022-05-17,2022-05-24,2022-05-25,Delivered,PROD-6085,Puzzle,LEGO,Toys & Games,158.69,8,30,380.86,1269.52,0.08,71.09,0,959.75,Debit Card,Express,4.3,1796,0
ORD-105681,CUST-37972,65,Prefer not to say,United Kingdom,Platinum,1,2024-10-13,2024-10-13,2024-10-14,Delivered,PROD-4138,Tablet,Sony,Electronics,1624.12,5,30,2436.18,8120.6,0.12,682.13,12.99,6379.54,PayPal,Standard,4.0,2837,0
ORD-105682,CUST-75777,31,Female,Canada,Gold,1,2023-06-27,2023-07-02,2023-07-09,Delivered,PROD-6044,Coffee Maker,OXO,Home & Kitchen,582.26,1,20,116.45,582.26,0.13,60.56,4.99,531.36,Cryptocurrency,Standard,2.6,4054,0
ORD-105683,CUST-23599,53,Male,Mexico,Gold,1,2021-10-29,2021-11-03,2021-11-16,Delivered,PROD-3430,Jeans,H&M,Clothing,211.1,1,0,0.0,211.1,0.13,27.44,0,238.54,Debit Card,Standard,4.7,4083,0
ORD-105684,CUST-23638,57,Female,Brazil,Silver,1,2023-04-21,2023-04-28,2023-05-08,Delivered,PROD-1509,Face Serum,Cetaphil,Beauty & Personal Care,175.9,10,0,0.0,1759.0,0.1,175.9,4.99,1939.89,PayPal,Overnight,2.8,2860,0
ORD-105685,CUST-96377,56,Non-Binary,India,Silver,1,2024-11-20,2024-11-24,2024-12-04,Delivered,PROD-8038,Speaker,HP,Electronics,833.53,1,5,41.68,833.53,0.14,110.86,19.99,922.7,Cryptocurrency,Express,1.6,12,0
ORD-105686,CUST-38213,31,Prefer not to say,Brazil,Gold,1,2023-05-17,2023-05-23,2023-05-28,Delivered,PROD-6828,Boots,Adidas,Clothing,195.55,4,0,0.0,782.2,0.12,93.86,0,876.06,Cryptocurrency,Express,2.0,1624,0
ORD-105687,CUST-70960,33,Prefer not to say,Australia,Silver,1,2022-07-17,2022-07-21,2022-07-22,Processing,PROD-4003,Jeans,H&M,Clothing,198.53,2,0,0.0,397.06,0.12,47.65,0,444.71,Debit Card,Free Shipping,,2263,0
ORD-105688,CUST-99448,63,Prefer not to say,India,Platinum,1,2022-07-08,2022-07-11,2022-07-20,Delivered,PROD-1240,Car Phone Mount,WeatherTech,Automotive,91.33,3,0,0.0,273.99,0.05,13.7,0,287.69,Credit Card,Free Shipping,3.2,142,0
ORD-105689,CUST-87867,20,Male,Mexico,Bronze,1,2024-08-29,2024-08-29,2024-09-01,Delivered,PROD-5557,Dumbbells,Reebok,Sports & Fitness,261.63,7,0,0.0,1831.41,0.06,109.88,12.99,1954.28,Bank Transfer,Standard,1.6,2180,0
ORD-105690,CUST-20235,39,Female,Brazil,Silver,1,2024-01-17,2024-01-22,2024-02-04,Processing,PROD-1313,Card Game,Barbie,Toys & Games,99.11,6,0,0.0,594.66,0.09,53.52,7.99,656.17,Gift Card,In-Store Pickup,,1303,0
ORD-105691,CUST-38176,33,Female,Mexico,Silver,0,2022-11-14,2022-11-14,2022-11-19,Cancelled,PROD-7045,Doll,Hot Wheels,Toys & Games,64.47,3,10,19.34,193.41,0.1,17.41,4.99,196.47,Apple Pay,Overnight,,485,0
ORD-105692,CUST-67493,38,Non-Binary,Australia,Platinum,1,2023-01-25,2023-01-25,2023-01-29,Delivered,PROD-2346,Sunscreen SPF50,Cetaphil,Beauty & Personal Care,92.27,9,25,207.61,830.43,0.07,43.6,19.99,686.41,Bank Transfer,Overnight,3.0,673,0
ORD-105693,CUST-60375,41,Female,Canada,Platinum,1,2024-08-14,2024-08-16,2024-08-19,Delivered,PROD-1509,Smartwatch,Dell,Electronics,1558.68,8,30,3740.83,12469.44,0.13,1134.72,12.99,9876.32,Credit Card,In-Store Pickup,3.7,3058,0
ORD-105694,CUST-84876,72,Prefer not to say,Brazil,Gold,1,2024-07-29,2024-08-02,2024-08-08,Delivered,PROD-4158,Jacket,Puma,Clothing,172.27,7,0,0.0,1205.89,0.08,96.47,4.99,1307.35,Cryptocurrency,In-Store Pickup,2.6,2774,0
ORD-105695,CUST-85734,54,Female,France,Bronze,0,2024-12-29,2024-12-29,2025-01-03,Shipped,PROD-7987,Foam Roller,Under Armour,Sports & Fitness,27.45,8,30,65.88,219.6,0.06,9.22,12.99,175.93,Credit Card,Express,,2362,0
ORD-105696,CUST-92868,55,Female,United States,Bronze,1,2023-06-17,2023-06-24,2023-07-04,Delivered,PROD-1011,Dumbbells,Wilson,Sports & Fitness,173.28,4,20,138.62,693.12,0.1,55.45,0,609.95,Cryptocurrency,Standard,4.2,4459,0
ORD-105697,CUST-75339,55,Prefer not to say,Mexico,Bronze,0,2022-07-09,2022-07-14,2022-07-22,Delivered,PROD-6532,Foam Roller,Adidas,Sports & Fitness,77.38,2,0,0.0,154.76,0.11,17.02,0,171.78,PayPal,Express,2.0,3229,0
ORD-105698,CUST-46249,37,Female,Australia,Bronze,0,2023-05-23,2023-05-27,2023-06-10,Shipped,PROD-5709,Knife Set,Instant Pot,Home & Kitchen,565.12,3,0,0.0,1695.36,0.12,203.44,0,1898.8,Gift Card,Express,,177,0
ORD-105699,CUST-42721,48,Female,United States,Gold,0,2021-02-19,2021-02-26,2021-03-07,Processing,PROD-6906,Monitor,Logitech,Electronics,1387.53,9,5,624.39,12487.77,0.08,949.07,0,12812.45,Apple Pay,Express,,4237,0
ORD-105700,CUST-73588,68,Non-Binary,United States,Bronze,1,2023-05-19,2023-05-26,2023-06-08,Delivered,PROD-3932,Perfume,Nivea,Beauty & Personal Care,124.6,3,0,0.0,373.8,0.06,22.43,19.99,416.22,Apple Pay,Express,4.6,1233,0
ORD-105701,CUST-26618,71,Male,Canada,Platinum,0,2024-08-23,2024-08-30,2024-09-09,Delivered,PROD-4731,Dash Cam,AutoBot,Automotive,19.99,10,30,59.97,199.9,0.08,11.19,7.99,159.11,Bank Transfer,Free Shipping,3.1,1199,0
ORD-105702,CUST-42320,35,Non-Binary,United Kingdom,Platinum,1,2021-06-19,2021-06-26,2021-07-01,Shipped,PROD-6017,Car Vacuum,Blackvue,Automotive,284.59,7,15,298.82,1992.13,0.13,220.13,12.99,1926.43,Gift Card,Overnight,,1263,0
ORD-105703,CUST-65182,53,Prefer not to say,India,Platinum,1,2021-05-11,2021-05-15,2021-05-20,Delivered,PROD-6047,Water Bottle,Wilson,Sports & Fitness,106.63,7,0,0.0,746.41,0.08,59.71,12.99,819.11,Apple Pay,Free Shipping,1.3,1572,0
ORD-105704,CUST-10468,65,Male,Mexico,Platinum,0,2022-01-01,2022-01-04,2022-01-15,Delivered,PROD-5053,Tech Manual,Penguin,Books,29.8,5,10,14.9,149.0,0.08,10.73,19.99,164.82,Credit Card,In-Store Pickup,2.7,2061,0
ORD-105705,CUST-16056,64,Male,India,Silver,1,2021-12-28,2022-01-02,2022-01-04,Delivered,PROD-9934,Camera,Apple,Electronics,235.57,1,20,47.11,235.57,0.14,26.38,0,214.84,Gift Card,Overnight,4.3,4270,0
ORD-105706,CUST-48834,52,Male,Canada,Gold,1,2023-02-14,2023-02-21,2023-02-26,Delivered,PROD-6160,Boots,Zara,Clothing,49.36,3,5,7.4,148.08,0.06,8.44,19.99,169.11,Apple Pay,Standard,4.1,1134,0
ORD-105707,CUST-71279,72,Male,Brazil,Bronze,0,2024-09-24,2024-09-30,2024-10-05,Shipped,PROD-2942,Educational Toy,Hot Wheels,Toys & Games,42.71,6,30,76.88,256.26,0.15,26.91,0,206.29,Debit Card,Overnight,,610,0
ORD-105708,CUST-81242,24,Male,Australia,Platinum,0,2024-02-10,2024-02-11,2024-02-20,Delivered,PROD-3864,Hoodie,Zara,Clothing,27.96,10,10,27.96,279.6,0.06,15.1,19.99,286.73,Bank Transfer,Express,3.2,1164,0
ORD-105709,CUST-48440,56,Male,United Kingdom,Platinum,0,2023-12-27,2024-01-02,2024-01-13,Delivered,PROD-8708,Shampoo,Philips,Beauty & Personal Care,199.65,4,20,159.72,798.6,0.08,51.11,12.99,702.98,Debit Card,Overnight,3.8,913,0
ORD-105710,CUST-47391,73,Non-Binary,Brazil,Bronze,0,2024-11-17,2024-11-19,2024-11-28,Delivered,PROD-2443,Puzzle,Melissa & Doug,Toys & Games,103.86,1,0,0.0,103.86,0.08,8.31,0,112.17,Google Pay,Overnight,3.1,480,0
ORD-105711,CUST-70037,59,Male,Germany,Silver,1,2021-03-01,2021-03-05,2021-03-10,Processing,PROD-9617,Lip Balm,L'Oreal,Beauty & Personal Care,105.0,3,15,47.25,315.0,0.1,26.78,4.99,299.52,Bank Transfer,Express,,683,0
ORD-105712,CUST-47814,46,Female,Mexico,Gold,1,2022-11-16,2022-11-19,2022-12-01,Delivered,PROD-3250,Gym Gloves,Adidas,Sports & Fitness,230.88,9,15,311.69,2077.92,0.12,211.95,4.99,1983.17,PayPal,Free Shipping,3.9,4705,0
ORD-105713,CUST-48674,68,Prefer not to say,France,Silver,1,2022-05-23,2022-05-25,2022-05-31,Delivered,PROD-5811,Headphones,HP,Electronics,1921.49,5,15,1441.12,9607.45,0.09,734.97,0,8901.3,Apple Pay,Express,1.0,4734,0
ORD-105714,CUST-59300,34,Male,Australia,Platinum,1,2024-07-17,2024-07-20,2024-07-26,Cancelled,PROD-7828,Blender,Breville,Home & Kitchen,443.63,3,15,199.63,1330.89,0.1,113.13,7.99,1252.38,Debit Card,Overnight,,1334,0
ORD-105715,CUST-96674,50,Prefer not to say,Canada,Silver,1,2024-09-11,2024-09-18,2024-10-02,Pending,PROD-1081,Tire Inflator,Armor All,Automotive,189.37,10,20,378.74,1893.7,0.14,212.09,0,1727.05,Bank Transfer,In-Store Pickup,,1093,0
ORD-105716,CUST-33143,19,Male,Germany,Silver,0,2024-03-29,2024-03-30,2024-04-13,Delivered,PROD-5882,Air Fryer,Dyson,Home & Kitchen,89.6,5,10,44.8,448.0,0.06,24.19,19.99,447.38,Cryptocurrency,Express,2.2,2358,0
ORD-105717,CUST-95747,59,Prefer not to say,Japan,Platinum,1,2021-07-14,2021-07-19,2021-07-20,Processing,PROD-2172,Fiction Novel,Oxford,Books,74.04,10,30,222.12,740.4,0.13,67.38,12.99,598.65,Debit Card,Express,,2415,0
ORD-105718,CUST-57152,35,Female,United States,Bronze,0,2024-02-19,2024-02-24,2024-03-03,Shipped,PROD-2626,Shampoo,Neutrogena,Beauty & Personal Care,174.07,9,25,391.66,1566.63,0.07,82.25,12.99,1270.21,Debit Card,Free Shipping,,4900,0
ORD-105719,CUST-17952,48,Prefer not to say,Japan,Bronze,0,2023-01-28,2023-01-30,2023-02-08,Pending,PROD-8486,Laptop,Lenovo,Electronics,913.9,9,0,0.0,8225.1,0.09,740.26,19.99,8985.35,Google Pay,Overnight,,4048,0
ORD-105720,CUST-72396,47,Female,Mexico,Platinum,0,2022-01-28,2022-02-01,2022-02-15,Delivered,PROD-8999,Water Bottle,Adidas,Sports & Fitness,161.0,5,25,201.25,805.0,0.14,84.53,0,688.28,Bank Transfer,Free Shipping,1.5,2524,0
ORD-105721,CUST-71904,32,Female,United Kingdom,Gold,0,2024-11-11,2024-11-11,2024-11-21,Processing,PROD-1150,Perfume,Cetaphil,Beauty & Personal Care,140.57,10,15,210.85,1405.7,0.1,119.49,0,1314.34,Cryptocurrency,Overnight,,2189,0
ORD-105722,CUST-66637,46,Non-Binary,Brazil,Gold,1,2022-09-07,2022-09-14,2022-09-15,Shipped,PROD-7870,Toaster,Cuisinart,Home & Kitchen,270.94,3,10,81.28,812.82,0.12,87.78,0,819.32,Debit Card,Free Shipping,,3486,0
ORD-105723,CUST-29654,75,Prefer not to say,Brazil,Gold,1,2023-10-15,2023-10-19,2023-10-22,Cancelled,PROD-8064,Smartphone,Bose,Electronics,1169.4,6,0,0.0,7016.4,0.14,982.3,7.99,8006.69,Apple Pay,In-Store Pickup,,2708,0
ORD-105724,CUST-64037,37,Female,Germany,Platinum,1,2021-09-15,2021-09-17,2021-09-24,Delivered,PROD-6768,Mouse,Sony,Electronics,534.35,1,25,133.59,534.35,0.08,32.06,7.99,440.81,PayPal,Standard,3.8,887,0
ORD-105725,CUST-29995,55,Prefer not to say,United States,Silver,1,2021-05-25,2021-05-30,2021-06-10,Shipped,PROD-6630,Blazer,Reebok,Clothing,293.47,3,0,0.0,880.41,0.13,114.45,7.99,1002.85,Google Pay,In-Store Pickup,,3463,0
ORD-105726,CUST-23201,29,Female,United Kingdom,Silver,0,2022-06-14,2022-06-17,2022-06-29,Delivered,PROD-1627,Dumbbells,Decathlon,Sports & Fitness,255.29,10,10,255.29,2552.9,0.13,298.69,12.99,2609.29,Bank Transfer,Express,3.8,2595,0
ORD-105727,CUST-13232,46,Male,France,Silver,1,2023-07-14,2023-07-15,2023-07-28,Shipped,PROD-1428,Chess Set,Hot Wheels,Toys & Games,53.14,7,15,55.8,371.98,0.1,31.62,19.99,367.79,Apple Pay,Standard,,3927,0
ORD-105728,CUST-66744,49,Prefer not to say,United States,Platinum,0,2021-02-21,2021-02-27,2021-03-05,Delivered,PROD-8421,Dumbbells,Adidas,Sports & Fitness,231.79,6,20,278.15,1390.74,0.11,122.38,12.99,1247.96,Apple Pay,Overnight,2.8,4645,0
ORD-105729,CUST-36970,35,Male,United States,Platinum,1,2024-11-23,2024-11-23,2024-12-05,Delivered,PROD-1783,Blender,Tefal,Home & Kitchen,291.06,1,25,72.77,291.06,0.14,30.56,7.99,256.84,PayPal,In-Store Pickup,3.9,1037,0
ORD-105730,CUST-59025,22,Prefer not to say,India,Bronze,0,2021-04-28,2021-04-29,2021-05-09,Shipped,PROD-4193,Dash Cam,Thule,Automotive,84.56,9,0,0.0,761.04,0.13,98.94,12.99,872.97,Cryptocurrency,Free Shipping,,2541,0
ORD-105731,CUST-75596,40,Non-Binary,India,Gold,1,2021-07-25,2021-07-26,2021-08-09,Returned,PROD-4111,Headphones,Apple,Electronics,1210.92,2,15,363.28,2421.84,0.15,308.78,7.99,2375.33,Apple Pay,Standard,,3106,1
ORD-105732,CUST-49257,21,Female,Australia,Bronze,1,2024-07-30,2024-07-31,2024-08-13,Delivered,PROD-8089,Water Bottle,Nike,Sports & Fitness,36.84,6,10,22.1,221.04,0.1,19.89,0,218.83,Google Pay,Express,2.8,480,0
ORD-105733,CUST-36953,44,Female,France,Gold,1,2022-01-17,2022-01-19,2022-01-24,Delivered,PROD-6093,Face Wash,Braun,Beauty & Personal Care,189.41,1,10,18.94,189.41,0.06,10.23,0,180.7,PayPal,Free Shipping,1.7,4246,0
ORD-105734,CUST-85611,68,Prefer not to say,United Kingdom,Platinum,0,2024-02-25,2024-03-03,2024-03-04,Delivered,PROD-2570,Mouse,Lenovo,Electronics,112.62,4,25,112.62,450.48,0.08,27.03,0,364.89,Credit Card,Free Shipping,1.4,4747,0
ORD-105735,CUST-38051,57,Male,Japan,Platinum,0,2022-10-20,2022-10-20,2022-10-28,Shipped,PROD-3034,Yoga Mat,Wilson,Sports & Fitness,111.88,4,20,89.5,447.52,0.08,28.64,4.99,391.65,Cryptocurrency,Overnight,,1303,0
ORD-105736,CUST-31573,24,Male,United Kingdom,Gold,1,2021-04-09,2021-04-13,2021-04-14,Delivered,PROD-5230,Bedsheet,Dyson,Home & Kitchen,149.88,9,0,0.0,1348.92,0.13,175.36,0,1524.28,Debit Card,Overnight,3.5,1763,0
ORD-105737,CUST-31079,34,Male,United Kingdom,Gold,1,2022-10-17,2022-10-20,2022-10-25,Delivered,PROD-9898,Educational Toy,LEGO,Toys & Games,26.35,1,5,1.32,26.35,0.11,2.75,0,27.78,Apple Pay,Express,1.2,3929,0
ORD-105738,CUST-37400,70,Female,Brazil,Bronze,1,2024-05-22,2024-05-24,2024-05-25,Pending,PROD-5928,Remote Control Car,Mattel,Toys & Games,21.02,1,15,3.15,21.02,0.06,1.07,7.99,26.93,Bank Transfer,Express,,4752,0
ORD-105739,CUST-29186,22,Prefer not to say,India,Platinum,1,2021-02-23,2021-02-25,2021-03-03,Shipped,PROD-2082,Smartwatch,JBL,Electronics,2000.18,5,15,1500.13,10000.9,0.08,680.06,19.99,9200.82,Credit Card,Standard,,3831,0
ORD-105740,CUST-15287,55,Female,Japan,Gold,1,2022-11-19,2022-11-20,2022-11-25,Shipped,PROD-1994,Cycling Helmet,Fitbit,Sports & Fitness,156.27,10,20,312.54,1562.7,0.11,137.52,0,1387.68,Gift Card,Free Shipping,,2474,0
ORD-105741,CUST-32919,34,Female,Canada,Bronze,1,2021-12-13,2021-12-14,2021-12-23,Delivered,PROD-9229,Action Figure,Nerf,Toys & Games,74.33,3,15,33.45,222.99,0.15,28.43,0,217.97,Cryptocurrency,In-Store Pickup,1.3,3229,0
ORD-105742,CUST-89145,71,Non-Binary,India,Gold,1,2024-05-28,2024-05-30,2024-06-13,Delivered,PROD-9732,Shorts,Under Armour,Clothing,224.92,1,10,22.49,224.92,0.09,18.22,4.99,225.64,Cryptocurrency,Overnight,3.0,4526,0
ORD-105743,CUST-60805,60,Prefer not to say,India,Platinum,0,2024-05-14,2024-05-20,2024-05-29,Delivered,PROD-6158,Dumbbells,Nike,Sports & Fitness,196.63,9,20,353.93,1769.67,0.13,184.05,12.99,1612.78,Apple Pay,Express,4.8,3078,0
ORD-105744,CUST-92574,38,Non-Binary,Mexico,Platinum,1,2023-09-12,2023-09-17,2023-09-21,Delivered,PROD-4280,Lip Balm,Cetaphil,Beauty & Personal Care,154.27,1,20,30.85,154.27,0.09,11.11,0,134.53,Credit Card,Free Shipping,2.5,1974,0
ORD-105745,CUST-47666,49,Female,Japan,Gold,1,2021-01-19,2021-01-25,2021-02-01,Shipped,PROD-4622,Board Game,LEGO,Toys & Games,13.88,2,25,6.94,27.76,0.06,1.25,4.99,27.06,Cryptocurrency,Overnight,,41,0
