employee_id,age,gender,marital_status,country,education_level,years_of_experience,department,job_title,employment_type,remote_work,hire_date,tenure_years,base_salary,bonus_percent,bonus_amount,total_compensation,performance_rating,job_satisfaction_score,engagement_score,work_life_balance_score,manager_rating,overtime,trainings_completed,promotions_received,absences_days,attrition,attrition_reason
EMP-106385,49,Prefer not to say,Single,Brazil,Associate Degree,27,Marketing,SEO Specialist,Full-Time,No,2014-08-16,10.4,179325.3,0,0.0,179325.3,Meets Expectations,4.8,2.0,1.7,2.6,Yes,7,2,12,No,Still Employed
EMP-106386,60,Prefer not to say,Widowed,Singapore,Associate Degree,17,Marketing,CMO,Full-Time,No,2016-03-07,8.8,139529.16,10,13952.92,153482.08,Meets Expectations,2.9,4.7,4.9,4.4,No,3,2,2,No,Still Employed
EMP-106387,48,Male,Married,United Kingdom,Bachelor's Degree,0,Sales,Sales Representative,Full-Time,Hybrid,2012-04-01,12.8,30985.97,0,0.0,30985.97,Exceeds Expectations,2.0,3.8,2.2,4.4,Yes,1,3,6,Yes,Retired
EMP-106388,26,Non-Binary,Divorced,France,High School,3,Customer Support,Team Lead,Full-Time,Yes,2022-04-01,2.8,106182.04,10,10618.2,116800.24,Outstanding,4.7,2.2,3.9,1.5,No,6,1,1,No,Still Employed
EMP-106389,39,Male,Widowed,India,Master's Degree,5,Product,Product Manager,Remote,No,2020-04-11,4.7,83922.92,15,12588.44,96511.36,Meets Expectations,4.9,2.2,1.2,2.6,No,6,0,13,No,Still Employed
EMP-106390,22,Female,Single,Australia,High School,0,Marketing,CMO,Contract,No,2016-08-08,8.4,39074.32,10,3907.43,42981.75,Meets Expectations,4.0,4.6,1.9,1.4,Yes,1,1,30,No,Still Employed
EMP-106391,30,Female,Married,UAE,Associate Degree,4,Engineering,Software Engineer,Full-Time,No,2010-11-19,14.1,171437.04,5,8571.85,180008.89,Exceeds Expectations,2.4,2.0,1.0,5.0,No,7,2,11,No,Still Employed
EMP-106392,51,Male,Single,Brazil,Associate Degree,22,Legal,Compliance Officer,Part-Time,Hybrid,2011-04-17,13.7,35014.06,15,5252.11,40266.17,Exceeds Expectations,1.2,4.9,3.7,4.8,No,6,5,13,No,Still Employed
EMP-106393,57,Non-Binary,Single,France,Associate Degree,7,HR,Compensation Analyst,Full-Time,No,2016-10-26,8.2,40870.76,25,10217.69,51088.45,Outstanding,2.3,1.4,3.2,1.0,No,5,3,18,No,Still Employed
EMP-106394,46,Prefer not to say,Married,India,PhD,5,HR,HR Manager,Full-Time,Yes,2013-06-02,11.6,63163.55,5,3158.18,66321.73,Meets Expectations,2.8,3.7,3.7,1.6,Yes,8,2,17,Yes,Laid Off
EMP-106395,47,Female,Married,India,Bachelor's Degree,15,Product,Product Analyst,Full-Time,Hybrid,2023-08-22,1.4,154361.64,20,30872.33,185233.97,Exceeds Expectations,4.0,1.0,2.8,1.6,No,2,2,24,No,Still Employed
EMP-106396,33,Female,Widowed,France,PhD,9,Sales,Sales Manager,Full-Time,No,2013-09-04,11.3,86803.95,0,0.0,86803.95,Exceeds Expectations,4.3,3.2,1.5,4.0,Yes,9,0,17,No,Still Employed
EMP-106397,59,Female,Single,India,Master's Degree,8,Data Science,Data Analyst,Full-Time,No,2014-06-02,10.6,65469.98,15,9820.5,75290.48,Exceeds Expectations,2.6,3.5,4.9,3.4,No,4,1,17,No,Still Employed
EMP-106398,59,Male,Widowed,UAE,Bachelor's Degree,24,Engineering,Software Engineer,Full-Time,No,2017-10-26,7.2,151206.36,25,37801.59,189007.95,Meets Expectations,2.4,4.6,2.6,2.5,Yes,7,0,4,No,Still Employed
EMP-106399,46,Prefer not to say,Widowed,France,Master's Degree,8,Engineering,DevOps Engineer,Contract,Yes,2015-10-26,9.2,143697.9,5,7184.9,150882.8,Exceeds Expectations,2.2,1.8,1.1,4.2,Yes,3,1,17,Yes,Laid Off
EMP-106400,52,Non-Binary,Widowed,Germany,High School,30,HR,HRBP,Full-Time,Yes,2018-07-28,6.4,45133.24,0,0.0,45133.24,Exceeds Expectations,4.6,2.9,3.6,2.1,Yes,4,0,23,No,Still Employed
EMP-106401,31,Prefer not to say,Married,United Kingdom,PhD,3,Data Science,AI Researcher,Full-Time,No,2021-01-22,3.9,84148.57,0,0.0,84148.57,Outstanding,3.6,2.8,2.0,4.7,Yes,6,4,18,No,Still Employed
EMP-106402,52,Prefer not to say,Widowed,Brazil,Associate Degree,1,Sales,BDR,Full-Time,Yes,2015-07-03,9.5,54063.73,10,5406.37,59470.1,Meets Expectations,2.1,1.7,3.0,4.8,No,3,3,0,Yes,Laid Off
EMP-106403,52,Prefer not to say,Married,Singapore,Master's Degree,24,Product,Head of Product,Full-Time,No,2014-03-03,10.8,103075.66,10,10307.57,113383.23,Outstanding,2.5,3.1,4.5,3.5,No,5,4,1,No,Still Employed
EMP-106404,37,Prefer not to say,Divorced,France,PhD,2,Finance,Financial Analyst,Full-Time,Hybrid,2017-03-11,7.8,156209.86,20,31241.97,187451.83,Needs Improvement,1.5,1.7,4.0,3.2,No,6,4,12,No,Still Employed
EMP-106405,53,Female,Married,United States,High School,26,Marketing,Content Strategist,Full-Time,Yes,2010-03-01,14.8,144033.94,10,14403.39,158437.33,Meets Expectations,2.3,1.6,1.6,3.9,Yes,8,5,30,No,Still Employed
EMP-106406,42,Prefer not to say,Divorced,France,Associate Degree,2,Data Science,Data Analyst,Full-Time,Yes,2019-10-06,5.2,127160.85,5,6358.04,133518.89,Meets Expectations,3.6,3.9,4.1,1.2,No,9,4,25,No,Still Employed
EMP-106407,50,Prefer not to say,Divorced,Australia,High School,24,HR,HR Coordinator,Contract,Yes,2022-08-18,2.4,98826.79,25,24706.7,123533.49,Exceeds Expectations,2.3,2.3,3.7,4.6,Yes,0,5,28,No,Still Employed
EMP-106408,33,Non-Binary,Married,Canada,High School,2,Engineering,Senior Engineer,Full-Time,Yes,2010-03-21,14.8,153120.67,15,22968.1,176088.77,Exceeds Expectations,4.7,1.9,3.6,2.4,Yes,10,5,7,No,Still Employed
EMP-106409,54,Prefer not to say,Single,Germany,PhD,0,Operations,Process Analyst,Full-Time,Yes,2011-04-07,13.7,66465.41,0,0.0,66465.41,Outstanding,4.0,4.1,3.5,4.3,Yes,5,0,4,No,Still Employed
EMP-106410,36,Male,Widowed,Germany,PhD,3,HR,HR Coordinator,Part-Time,No,2016-03-29,8.8,74937.98,20,14987.6,89925.58,Exceeds Expectations,4.0,2.3,2.4,1.6,Yes,5,3,14,No,Still Employed
EMP-106411,59,Non-Binary,Single,Canada,Associate Degree,0,Sales,Sales Manager,Full-Time,No,2020-12-20,4.0,143010.15,20,28602.03,171612.18,Exceeds Expectations,1.6,3.4,3.4,2.2,Yes,8,5,25,No,Still Employed
EMP-106412,47,Female,Single,France,Master's Degree,5,Operations,Supply Chain Manager,Full-Time,No,2021-11-26,3.1,44142.31,25,11035.58,55177.89,Outstanding,4.3,4.6,2.2,3.6,No,10,0,27,No,Still Employed
EMP-106413,42,Non-Binary,Single,Singapore,Bachelor's Degree,10,Data Science,BI Developer,Part-Time,Yes,2011-03-04,13.8,101513.2,25,25378.3,126891.5,Outstanding,3.0,1.2,1.1,2.9,Yes,2,5,28,No,Still Employed
EMP-106414,45,Female,Widowed,Australia,Bachelor's Degree,8,Product,Product Manager,Full-Time,No,2014-09-02,10.3,74475.17,15,11171.28,85646.45,Meets Expectations,1.6,4.3,1.1,2.2,No,3,4,21,No,Still Employed
EMP-106415,24,Male,Divorced,France,Bachelor's Degree,0,Sales,VP of Sales,Full-Time,No,2022-11-01,2.2,79011.52,20,15802.3,94813.82,Outstanding,2.3,2.3,2.7,2.7,Yes,5,1,17,No,Still Employed
EMP-106416,32,Male,Single,UAE,Associate Degree,3,Sales,Sales Manager,Full-Time,Yes,2020-01-08,5.0,74336.46,5,3716.82,78053.28,Outstanding,1.8,3.0,3.3,3.9,No,6,5,9,No,Still Employed
EMP-106417,27,Prefer not to say,Divorced,United Kingdom,Bachelor's Degree,2,Finance,Controller,Contract,Yes,2011-11-06,13.2,123596.99,25,30899.25,154496.24,Exceeds Expectations,1.6,2.5,2.1,4.6,Yes,6,1,6,No,Still Employed
EMP-106418,35,Male,Divorced,United Kingdom,Master's Degree,9,Marketing,SEO Specialist,Full-Time,No,2020-11-12,4.1,80392.63,15,12058.89,92451.52,Meets Expectations,4.9,1.4,3.2,4.9,No,0,2,21,No,Still Employed
EMP-106419,43,Male,Married,United Kingdom,Bachelor's Degree,10,HR,HR Coordinator,Part-Time,No,2022-10-20,2.2,148875.42,15,22331.31,171206.73,Outstanding,3.5,1.6,3.4,2.3,Yes,8,5,8,No,Still Employed
EMP-106420,26,Prefer not to say,Married,UAE,Associate Degree,0,Engineering,Senior Engineer,Full-Time,No,2013-11-09,11.2,137468.3,25,34367.07,171835.37,Exceeds Expectations,1.9,4.4,5.0,2.0,Yes,3,3,12,Yes,Laid Off
EMP-106421,28,Prefer not to say,Married,United Kingdom,Master's Degree,4,Sales,VP of Sales,Full-Time,No,2019-06-28,5.5,174589.96,25,43647.49,218237.45,Needs Improvement,4.4,1.9,1.2,2.2,Yes,5,4,15,No,Still Employed
EMP-106422,53,Non-Binary,Married,Australia,Associate Degree,16,Sales,Account Executive,Full-Time,No,2019-09-29,5.3,83175.01,25,20793.75,103968.76,Needs Improvement,1.3,1.1,2.3,1.5,Yes,0,1,19,No,Still Employed
EMP-106423,53,Prefer not to say,Single,France,Associate Degree,5,Engineering,Software Engineer,Part-Time,Hybrid,2017-09-30,7.3,112353.47,10,11235.35,123588.82,Meets Expectations,4.4,2.3,4.8,2.4,No,0,0,26,No,Still Employed
EMP-106424,48,Prefer not to say,Widowed,Canada,High School,9,Customer Support,Support Agent,Contract,No,2019-06-28,5.5,44116.68,5,2205.83,46322.51,Exceeds Expectations,1.5,1.5,4.1,2.6,No,0,2,2,No,Still Employed
EMP-106425,24,Male,Divorced,France,Master's Degree,2,HR,Recruiter,Contract,Hybrid,2022-02-17,2.9,42546.2,0,0.0,42546.2,Meets Expectations,3.3,3.1,1.6,3.1,Yes,5,3,8,No,Still Employed
EMP-106426,45,Non-Binary,Widowed,Canada,Master's Degree,21,Finance,Financial Analyst,Full-Time,Yes,2015-06-25,9.5,116811.97,0,0.0,116811.97,Exceeds Expectations,3.3,3.3,2.3,2.9,No,7,2,9,No,Still Employed
EMP-106427,34,Male,Divorced,Singapore,High School,11,Data Science,Data Analyst,Full-Time,No,2022-02-13,2.9,102452.29,20,20490.46,122942.75,Exceeds Expectations,4.1,2.2,3.3,3.2,Yes,6,3,22,No,Still Employed
EMP-106428,46,Prefer not to say,Single,Canada,Bachelor's Degree,22,Marketing,SEO Specialist,Full-Time,No,2020-07-30,4.4,137906.25,0,0.0,137906.25,Exceeds Expectations,4.7,1.5,4.5,1.5,Yes,0,2,10,No,Still Employed
EMP-106429,40,Male,Widowed,Australia,PhD,11,Product,Product Owner,Full-Time,Hybrid,2013-01-25,11.9,125575.02,15,18836.25,144411.27,Outstanding,3.9,4.0,5.0,3.4,Yes,0,2,16,No,Still Employed
EMP-106430,37,Non-Binary,Married,Brazil,Bachelor's Degree,9,Engineering,Senior Engineer,Full-Time,Yes,2014-01-05,11.0,106132.97,20,21226.59,127359.56,Meets Expectations,3.7,4.3,1.7,2.8,Yes,1,2,8,Yes,Terminated
EMP-106431,22,Male,Divorced,Brazil,Bachelor's Degree,0,Finance,Financial Analyst,Full-Time,Hybrid,2014-06-28,10.5,164502.78,20,32900.56,197403.34,Exceeds Expectations,2.2,1.4,1.5,3.5,Yes,0,2,20,No,Still Employed
EMP-106432,55,Female,Married,United Kingdom,High School,25,Finance,CFO,Remote,Hybrid,2015-02-14,9.9,175524.01,20,35104.8,210628.81,Meets Expectations,2.0,1.7,3.8,4.3,No,4,5,29,No,Still Employed
EMP-106433,27,Female,Divorced,Singapore,Master's Degree,4,Product,UX Designer,Full-Time,No,2024-03-22,0.8,60618.83,10,6061.88,66680.71,Meets Expectations,2.5,1.8,3.6,2.5,Yes,3,4,12,No,Still Employed
EMP-106434,28,Female,Married,Germany,Associate Degree,1,HR,HR Manager,Part-Time,No,2017-10-19,7.2,104477.84,20,20895.57,125373.41,Exceeds Expectations,4.0,3.0,2.1,2.8,Yes,10,5,8,No,Still Employed
EMP-106435,45,Prefer not to say,Married,India,Associate Degree,0,Product,Head of Product,Full-Time,No,2018-07-17,6.5,80313.78,15,12047.07,92360.85,Exceeds Expectations,2.9,3.9,3.8,2.0,Yes,2,2,25,Yes,Resigned
EMP-106436,49,Male,Single,UAE,PhD,22,Marketing,Marketing Analyst,Full-Time,No,2021-02-25,3.8,139552.77,20,27910.55,167463.32,Meets Expectations,1.8,3.0,1.1,3.1,No,10,4,16,No,Still Employed
EMP-106437,35,Prefer not to say,Married,Brazil,Master's Degree,11,Customer Support,Technical Support,Full-Time,Yes,2017-04-10,7.7,138817.16,0,0.0,138817.16,Outstanding,1.3,4.6,4.8,1.4,No,5,3,9,No,Still Employed
EMP-106438,24,Female,Married,France,Bachelor's Degree,2,Finance,Budget Analyst,Full-Time,Yes,2015-08-08,9.4,104632.53,20,20926.51,125559.04,Outstanding,3.9,4.3,1.3,3.4,No,10,0,7,No,Still Employed
EMP-106439,23,Non-Binary,Single,United States,High School,0,Product,Product Manager,Full-Time,No,2023-11-09,1.1,160297.64,0,0.0,160297.64,Exceeds Expectations,2.6,2.5,3.4,2.3,Yes,1,1,9,No,Still Employed
EMP-106440,49,Female,Single,United Kingdom,PhD,0,Sales,BDR,Full-Time,Yes,2011-09-05,13.3,173677.3,10,17367.73,191045.03,Exceeds Expectations,2.9,4.0,4.9,4.4,Yes,5,5,24,Yes,Retired
EMP-106441,48,Prefer not to say,Widowed,Brazil,PhD,22,Customer Support,Support Agent,Full-Time,No,2021-07-12,3.5,167123.2,0,0.0,167123.2,Exceeds Expectations,4.5,1.5,2.9,4.1,No,6,0,15,No,Still Employed
EMP-106442,52,Non-Binary,Divorced,UAE,High School,29,HR,HRBP,Full-Time,Yes,2023-06-17,1.5,82606.84,25,20651.71,103258.55,Meets Expectations,1.2,3.7,3.4,2.0,No,7,0,25,No,Still Employed
EMP-106443,45,Prefer not to say,Divorced,India,Master's Degree,15,Product,Product Manager,Full-Time,Hybrid,2020-06-03,4.6,73823.07,5,3691.15,77514.22,Needs Improvement,3.7,4.6,3.3,3.9,No,8,4,16,Yes,Retired
EMP-106444,51,Female,Single,India,Master's Degree,5,Data Science,AI Researcher,Part-Time,Hybrid,2021-08-29,3.3,177305.89,0,0.0,177305.89,Meets Expectations,1.4,3.1,3.8,3.2,No,1,1,11,No,Still Employed
EMP-106445,42,Male,Single,Canada,Bachelor's Degree,8,Engineering,QA Engineer,Full-Time,Hybrid,2023-11-15,1.1,60709.81,20,12141.96,72851.77,Exceeds Expectations,1.5,2.8,4.9,2.0,No,0,2,21,No,Still Employed
EMP-106446,58,Male,Married,Canada,Bachelor's Degree,29,Finance,CFO,Part-Time,Hybrid,2023-03-26,1.8,39669.43,5,1983.47,41652.9,Outstanding,4.6,4.5,4.3,4.5,No,2,4,23,No,Still Employed
EMP-106447,56,Prefer not to say,Single,Canada,Master's Degree,0,Legal,Compliance Officer,Full-Time,No,2012-08-01,12.4,154420.01,25,38605.0,193025.01,Exceeds Expectations,2.7,2.8,4.5,2.0,Yes,2,5,2,No,Still Employed
EMP-106448,47,Non-Binary,Married,Brazil,PhD,21,HR,HR Manager,Full-Time,No,2014-11-13,10.1,45757.6,10,4575.76,50333.36,Exceeds Expectations,3.1,4.2,3.4,2.5,No,8,3,3,No,Still Employed
EMP-106449,38,Prefer not to say,Single,India,PhD,13,HR,HRBP,Full-Time,Hybrid,2013-05-03,11.7,121647.79,10,12164.78,133812.57,Outstanding,1.9,3.3,3.5,3.5,No,6,3,16,No,Still Employed
EMP-106450,40,Non-Binary,Single,Singapore,High School,3,Engineering,Senior Engineer,Full-Time,No,2010-01-09,15.0,33358.8,15,5003.82,38362.62,Meets Expectations,2.5,3.3,2.3,4.8,No,6,5,6,Yes,Terminated
EMP-106451,42,Female,Widowed,Germany,High School,18,Data Science,BI Developer,Full-Time,No,2019-03-13,5.8,87097.56,25,21774.39,108871.95,Exceeds Expectations,4.2,2.2,4.4,2.8,No,7,2,1,Yes,Laid Off
EMP-106452,59,Prefer not to say,Divorced,UAE,Master's Degree,11,Marketing,Brand Manager,Full-Time,Yes,2017-07-14,7.5,124760.77,0,0.0,124760.77,Exceeds Expectations,1.3,3.2,2.3,2.6,Yes,4,0,11,No,Still Employed
EMP-106453,43,Male,Divorced,Germany,Associate Degree,19,Data Science,AI Researcher,Full-Time,Hybrid,2020-08-27,4.3,145156.27,10,14515.63,159671.9,Exceeds Expectations,4.6,1.2,3.2,1.1,Yes,2,5,4,No,Still Employed
EMP-106454,34,Non-Binary,Single,India,PhD,10,Operations,Logistics Coordinator,Full-Time,No,2014-10-16,10.2,98870.94,5,4943.55,103814.49,Meets Expectations,1.2,4.5,3.0,3.7,Yes,10,4,3,No,Still Employed
EMP-106455,55,Non-Binary,Married,United Kingdom,Master's Degree,9,Sales,VP of Sales,Full-Time,No,2011-09-22,13.3,169258.89,20,33851.78,203110.67,Exceeds Expectations,4.4,3.7,1.1,2.9,Yes,5,3,22,No,Still Employed
EMP-106456,59,Male,Widowed,United Kingdom,Bachelor's Degree,26,Sales,Account Executive,Full-Time,No,2017-01-23,7.9,163844.34,15,24576.65,188420.99,Meets Expectations,1.4,1.9,4.6,3.9,Yes,6,5,5,No,Still Employed
EMP-106457,35,Non-Binary,Married,Brazil,High School,8,Finance,Financial Analyst,Full-Time,Hybrid,2010-10-16,14.2,53408.1,20,10681.62,64089.72,Exceeds Expectations,3.8,1.0,3.0,2.7,Yes,3,3,18,No,Still Employed
EMP-106458,32,Male,Widowed,United States,Master's Degree,9,Product,Head of Product,Full-Time,No,2013-06-11,11.6,52188.11,25,13047.03,65235.14,Outstanding,1.8,3.7,3.7,1.4,Yes,8,0,21,No,Still Employed
EMP-106459,35,Female,Married,France,Master's Degree,9,Data Science,Data Analyst,Contract,Hybrid,2022-11-05,2.2,70344.97,10,7034.5,77379.47,Exceeds Expectations,2.2,3.9,3.8,1.3,Yes,7,0,19,Yes,Retired
EMP-106460,30,Prefer not to say,Married,Australia,Bachelor's Degree,0,Customer Support,Technical Support,Full-Time,No,2015-11-02,9.2,129989.42,10,12998.94,142988.36,Outstanding,2.4,3.8,4.4,3.8,No,8,4,10,No,Still Employed
EMP-106461,49,Prefer not to say,Widowed,Canada,Associate Degree,13,Operations,COO,Full-Time,No,2019-04-11,5.7,115253.74,15,17288.06,132541.8,Exceeds Expectations,2.3,1.9,1.2,2.0,Yes,1,2,26,No,Still Employed
EMP-106462,60,Prefer not to say,Married,United States,Master's Degree,2,Product,Product Analyst,Full-Time,No,2010-03-20,14.8,155751.76,15,23362.76,179114.52,Meets Expectations,4.1,3.2,3.3,1.4,No,2,3,15,No,Still Employed
EMP-106463,49,Male,Divorced,UAE,Master's Degree,23,Operations,Logistics Coordinator,Full-Time,No,2016-02-07,8.9,113418.0,20,22683.6,136101.6,Outstanding,3.9,2.4,2.2,4.3,No,9,1,15,Yes,Terminated
EMP-106464,37,Female,Divorced,UAE,PhD,2,HR,Compensation Analyst,Full-Time,Yes,2017-03-20,7.8,177851.9,20,35570.38,213422.28,Exceeds Expectations,4.2,4.6,1.0,1.2,No,7,0,28,No,Still Employed
EMP-106465,39,Non-Binary,Single,UAE,PhD,12,Legal,Compliance Officer,Full-Time,Hybrid,2010-07-25,14.4,114104.79,25,28526.2,142630.99,Meets Expectations,1.6,3.8,3.5,4.1,Yes,6,3,20,No,Still Employed
EMP-106466,23,Prefer not to say,Widowed,India,High School,1,Customer Support,Technical Support,Full-Time,No,2010-09-18,14.3,137601.29,15,20640.19,158241.48,Exceeds Expectations,5.0,1.7,1.5,3.5,Yes,2,5,8,No,Still Employed
EMP-106467,56,Non-Binary,Widowed,India,Master's Degree,12,Finance,Accountant,Full-Time,No,2010-03-29,14.8,101300.96,0,0.0,101300.96,Meets Expectations,3.9,3.4,3.3,1.3,Yes,9,3,3,No,Still Employed
EMP-106468,39,Male,Divorced,United Kingdom,PhD,8,Product,Product Manager,Full-Time,Hybrid,2010-08-06,14.4,35657.74,15,5348.66,41006.4,Meets Expectations,2.2,2.6,4.0,1.7,No,8,1,12,No,Still Employed
EMP-106469,60,Non-Binary,Divorced,Germany,PhD,12,Marketing,CMO,Part-Time,No,2022-07-13,2.5,116367.87,10,11636.79,128004.66,Exceeds Expectations,2.5,3.9,3.3,1.1,Yes,10,3,1,Yes,Laid Off
EMP-106470,42,Female,Widowed,UAE,Master's Degree,20,Engineering,Tech Lead,Full-Time,Hybrid,2015-01-15,10.0,127333.27,25,31833.32,159166.59,Exceeds Expectations,4.9,2.8,4.7,1.5,Yes,3,0,13,No,Still Employed
EMP-106471,57,Non-Binary,Single,United States,PhD,11,Data Science,AI Researcher,Part-Time,Hybrid,2021-02-19,3.9,79344.22,20,15868.84,95213.06,Exceeds Expectations,1.9,1.3,3.9,2.2,Yes,2,0,19,No,Still Employed
EMP-106472,54,Non-Binary,Married,UAE,Bachelor's Degree,15,Operations,Logistics Coordinator,Full-Time,Hybrid,2010-12-06,14.1,59934.87,10,5993.49,65928.36,Outstanding,1.3,2.7,1.9,2.1,No,0,1,7,No,Still Employed
EMP-106473,37,Male,Single,India,High School,14,Data Science,Data Scientist,Full-Time,Hybrid,2020-07-16,4.5,149647.74,10,14964.77,164612.51,Meets Expectations,3.9,4.1,4.2,2.0,No,6,5,25,No,Still Employed
EMP-106474,52,Male,Single,India,Associate Degree,29,HR,HR Manager,Full-Time,Hybrid,2018-10-19,6.2,146500.23,10,14650.02,161150.25,Exceeds Expectations,1.8,1.9,1.8,4.1,Yes,9,5,10,No,Still Employed
EMP-106475,42,Non-Binary,Divorced,Singapore,Associate Degree,10,Product,Product Manager,Full-Time,Yes,2015-05-04,9.7,102143.57,5,5107.18,107250.75,Meets Expectations,2.6,2.8,2.2,3.3,Yes,9,2,23,No,Still Employed
EMP-106476,38,Female,Widowed,France,PhD,8,Finance,Controller,Full-Time,Hybrid,2014-05-03,10.7,171610.6,25,42902.65,214513.25,Exceeds Expectations,4.2,4.5,4.2,3.2,Yes,6,4,18,No,Still Employed
EMP-106477,43,Female,Widowed,Brazil,Bachelor's Degree,12,Sales,Sales Representative,Full-Time,No,2015-07-25,9.4,43479.79,15,6521.97,50001.76,Outstanding,3.4,3.8,3.3,1.1,No,7,0,5,No,Still Employed
EMP-106478,54,Non-Binary,Married,Canada,Bachelor's Degree,0,Customer Support,Customer Success,Full-Time,No,2016-08-08,8.4,146015.6,15,21902.34,167917.94,Needs Improvement,4.6,4.8,1.5,2.5,Yes,2,5,21,No,Still Employed
EMP-106479,41,Male,Single,United Kingdom,Master's Degree,14,Operations,Supply Chain Manager,Full-Time,No,2015-04-29,9.7,122451.83,0,0.0,122451.83,Exceeds Expectations,4.2,4.1,4.7,3.7,No,9,4,24,No,Still Employed
EMP-106480,35,Male,Single,Brazil,Associate Degree,10,Operations,Process Analyst,Part-Time,Yes,2020-09-18,4.3,47949.35,25,11987.34,59936.69,Exceeds Expectations,4.6,1.5,3.5,2.1,Yes,1,3,7,No,Still Employed
EMP-106481,45,Female,Married,India,Master's Degree,20,Data Science,Data Analyst,Full-Time,Hybrid,2013-07-24,11.4,70262.74,15,10539.41,80802.15,Outstanding,1.7,2.2,4.6,4.4,No,1,0,16,No,Still Employed
EMP-106482,48,Female,Divorced,Australia,High School,10,Engineering,Tech Lead,Full-Time,No,2017-08-19,7.4,152202.48,5,7610.12,159812.6,Meets Expectations,1.5,4.0,3.4,3.8,Yes,7,2,9,No,Still Employed
EMP-106483,27,Non-Binary,Single,Australia,Associate Degree,4,HR,HR Manager,Full-Time,Yes,2018-05-19,6.6,38420.03,25,9605.01,48025.04,Meets Expectations,4.3,1.3,4.1,4.0,No,7,1,7,No,Still Employed
EMP-106484,32,Non-Binary,Divorced,Germany,PhD,6,Sales,BDR,Full-Time,Yes,2011-04-28,13.7,160641.79,25,40160.45,200802.24,Outstanding,2.9,3.0,3.4,1.4,No,5,1,27,No,Still Employed
EMP-106485,55,Non-Binary,Married,Australia,Master's Degree,9,Product,Product Analyst,Full-Time,Hybrid,2021-12-27,3.0,36382.33,0,0.0,36382.33,Outstanding,3.2,4.4,1.4,3.0,No,3,0,20,Yes,Terminated
EMP-106486,42,Female,Single,United Kingdom,Associate Degree,17,Marketing,SEO Specialist,Full-Time,No,2012-10-17,12.2,56640.62,25,14160.16,70800.78,Meets Expectations,4.1,3.1,1.6,1.9,No,2,5,21,Yes,Laid Off
EMP-106487,26,Male,Single,United Kingdom,Associate Degree,1,Marketing,CMO,Remote,Hybrid,2017-06-23,7.5,136711.54,10,13671.15,150382.69,Exceeds Expectations,3.7,2.0,4.3,2.1,No,5,1,11,No,Still Employed
EMP-106488,57,Male,Widowed,India,Associate Degree,12,Sales,BDR,Contract,No,2011-12-22,13.0,76119.26,25,19029.81,95149.07,Exceeds Expectations,1.2,4.9,1.0,1.1,No,7,2,19,No,Still Employed
EMP-106489,33,Non-Binary,Single,Brazil,Master's Degree,10,Sales,Sales Manager,Full-Time,Yes,2020-12-24,4.0,59541.86,10,5954.19,65496.05,Exceeds Expectations,2.2,1.8,1.7,2.8,Yes,3,3,21,Yes,Terminated
EMP-106490,27,Prefer not to say,Single,India,High School,0,Legal,Legal Counsel,Full-Time,Hybrid,2014-12-10,10.1,53928.68,10,5392.87,59321.55,Needs Improvement,1.1,3.5,3.6,3.3,No,3,4,21,No,Still Employed
EMP-106491,44,Non-Binary,Married,Singapore,Bachelor's Degree,0,Engineering,Software Engineer,Full-Time,Yes,2013-03-21,11.8,49807.48,25,12451.87,62259.35,Exceeds Expectations,4.6,3.8,3.1,2.0,Yes,4,1,19,Yes,Terminated
EMP-106492,39,Prefer not to say,Married,UAE,PhD,4,Customer Support,Support Manager,Full-Time,No,2019-04-21,5.7,71613.19,0,0.0,71613.19,Meets Expectations,1.4,1.2,2.6,2.5,No,10,4,10,No,Still Employed
EMP-106493,49,Female,Single,Germany,Bachelor's Degree,14,HR,HR Manager,Full-Time,No,2020-11-05,4.2,169927.62,5,8496.38,178424.0,Meets Expectations,1.5,1.5,2.6,5.0,No,7,3,21,No,Still Employed
EMP-106494,41,Male,Widowed,India,Bachelor's Degree,12,Product,Head of Product,Full-Time,No,2019-06-26,5.5,87610.72,15,13141.61,100752.33,Exceeds Expectations,2.1,1.5,1.5,3.2,No,0,5,14,No,Still Employed
EMP-106495,59,Female,Married,Canada,High School,24,Finance,Budget Analyst,Contract,No,2016-01-13,9.0,36240.23,5,1812.01,38052.24,Outstanding,2.4,4.0,3.6,1.5,No,6,0,7,Yes,Terminated
EMP-106496,27,Female,Married,United States,Associate Degree,4,HR,HRBP,Full-Time,No,2023-07-12,1.5,42287.06,25,10571.76,52858.82,Meets Expectations,3.0,4.7,4.1,1.8,Yes,6,1,30,No,Still Employed
EMP-106497,57,Non-Binary,Single,France,High School,28,Sales,Sales Manager,Part-Time,Yes,2020-09-17,4.3,104086.14,15,15612.92,119699.06,Needs Improvement,2.4,5.0,4.4,1.1,Yes,6,4,23,No,Still Employed
EMP-106498,54,Male,Single,India,Associate Degree,7,Marketing,Brand Manager,Full-Time,No,2016-02-23,8.9,57185.46,5,2859.27,60044.73,Meets Expectations,2.6,3.1,1.8,3.0,No,2,2,6,No,Still Employed
EMP-106499,40,Non-Binary,Single,United States,Bachelor's Degree,2,Marketing,Content Strategist,Full-Time,No,2024-05-03,0.7,105137.19,15,15770.58,120907.77,Outstanding,1.9,4.9,2.2,1.8,No,8,0,9,Yes,Retired
